V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,final_outcome_flag,post_decision_status,risk_review_code,confirmed_result_code,case_resolution_type,followup_action_group,outcome_verification_score,workflow_bucket_id,service_path_code,review_priority_index,Class
34,blue-collar,married,secondary,no,360,yes,no,telephone,19,nov,46,1,182,2,failure,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_4,0.0,1
54,admin.,married,secondary,no,3136,yes,no,telephone,19,nov,72,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.1043351473969697,route_c,type_1,0.11609361142932756,1
52,admin.,married,primary,no,6286,no,no,cellular,19,nov,288,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.10982477812397293,1
57,entrepreneur,married,tertiary,no,1828,yes,no,cellular,19,nov,68,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.8543221511060821,1
41,admin.,married,secondary,no,80,no,no,cellular,19,nov,202,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_4,1.0,1
48,management,married,tertiary,no,5057,no,yes,cellular,19,nov,37,1,-1,0,unknown,1,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.3772060672435873,1
33,technician,married,secondary,no,1234,no,no,cellular,19,nov,109,1,10,1,failure,0,pending,route_c,type_1,group_n,A12,0.007997306190923821,route_c,type_1,0.0,1
55,technician,married,secondary,no,0,no,no,cellular,19,nov,336,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.1590011637390668,route_c,type_4,0.9333596002262199,1
30,self-employed,single,secondary,no,-617,no,yes,cellular,19,nov,925,1,-1,0,unknown,1,closed,route_f,type_1,group_n,B07,1.0,route_f,type_1,0.8839515105113321,2
48,management,married,secondary,no,3663,yes,no,cellular,19,nov,239,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.14712259393287824,route_f,type_1,0.0,1
30,blue-collar,married,secondary,no,8,yes,no,cellular,19,nov,473,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.062228004362252946,route_c,type_4,0.3137203812703778,1
41,admin.,single,secondary,no,621,yes,no,telephone,19,nov,111,1,-1,0,unknown,0,pending,route_c,type_1,group_x,A12,0.0,route_c,type_1,0.0,1
31,housemaid,single,tertiary,no,287,yes,no,cellular,19,nov,182,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_1,0.8714549930217698,1
45,technician,divorced,secondary,no,1309,yes,no,cellular,19,nov,298,1,170,2,failure,0,pending,route_c,type_4,group_n,A12,0.0,route_c,type_4,0.0,1
30,management,single,tertiary,no,234,yes,no,cellular,19,nov,206,1,169,2,failure,0,pending,route_c,type_1,group_n,B07,0.2260830036065043,route_c,type_1,0.15941943389256602,1
39,admin.,married,secondary,no,168,yes,no,cellular,19,nov,183,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.14424458679242255,route_c,type_1,0.013911492414290958,1
35,self-employed,married,tertiary,no,1340,no,yes,cellular,19,nov,169,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.18023637774923473,route_c,type_4,0.0,1
56,management,married,secondary,no,238,yes,no,cellular,19,nov,808,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_4,0.0,1
42,blue-collar,married,secondary,no,-430,yes,no,cellular,19,nov,298,2,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.10710872681871758,route_f,type_1,0.8270353231430503,1
34,technician,married,secondary,no,1,yes,no,cellular,19,nov,108,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.041573618319744446,1
35,entrepreneur,married,secondary,no,6851,yes,no,cellular,19,nov,225,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.12031276835877877,1
47,unemployed,married,tertiary,no,1172,no,yes,cellular,19,nov,86,1,-1,0,unknown,0,pending,route_c,type_1,group_x,A12,0.0630006527483353,route_c,type_1,1.0,1
40,entrepreneur,married,tertiary,no,1024,no,no,cellular,19,nov,723,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.0924868839214076,route_c,type_1,0.0,1
32,unemployed,single,tertiary,no,1611,yes,no,cellular,19,nov,175,1,180,2,failure,0,pending,route_c,type_1,group_n,A12,1.0,route_f,type_1,0.7877460707174777,1
44,self-employed,married,tertiary,no,4411,yes,no,cellular,19,nov,85,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_1,0.0,1
33,management,married,tertiary,no,2441,yes,yes,cellular,19,nov,154,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.14600563821320756,route_c,type_1,0.40931015071361243,1
41,technician,married,tertiary,no,67,yes,no,cellular,19,nov,814,1,-1,0,unknown,1,closed,route_f,type_4,group_x,A12,0.9684359251025367,route_c,type_1,0.7259715311593266,2
31,blue-collar,married,secondary,no,1570,yes,yes,cellular,19,nov,133,2,180,1,other,0,pending,route_c,type_1,group_x,A12,0.009975141823568415,route_c,type_1,0.012035154493325298,1
59,management,married,unknown,no,3428,yes,yes,cellular,19,nov,103,1,-1,0,unknown,0,pending,route_c,type_1,group_x,B07,0.2353735991929113,route_c,type_1,0.19139604779216465,1
45,entrepreneur,married,tertiary,no,1,no,no,cellular,19,nov,401,1,-1,0,unknown,0,pending,route_c,type_4,group_n,A12,0.040110988850403116,route_c,type_1,1.0,1
49,management,married,secondary,no,1623,yes,no,cellular,19,nov,1081,2,-1,0,unknown,1,closed,route_f,type_4,group_n,B07,0.849425175324042,route_c,type_1,1.0,2
46,blue-collar,single,primary,no,96,yes,no,cellular,19,nov,217,1,-1,0,unknown,0,pending,route_c,type_4,group_n,A12,0.15366497132478468,route_c,type_4,0.0,1
39,admin.,married,secondary,no,159,no,no,cellular,19,nov,177,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.9958407420934344,route_c,type_1,0.13083691747413131,1
55,blue-collar,married,primary,no,4103,no,no,cellular,19,nov,291,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.9539307915124625,1
54,unemployed,married,primary,no,6427,yes,no,telephone,19,nov,53,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_4,1.0,1
45,management,married,tertiary,no,80,no,yes,cellular,19,nov,157,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.19275315798496026,route_c,type_4,0.9014147477777654,1
40,self-employed,married,tertiary,no,2977,yes,no,cellular,19,nov,375,1,125,1,failure,0,pending,route_c,type_1,group_n,A12,1.0,route_f,type_1,0.08809306386210183,1
46,blue-collar,married,secondary,no,15,yes,yes,cellular,19,nov,46,2,91,3,failure,0,pending,route_c,type_1,group_n,B07,0.0,route_c,type_4,1.0,1
50,entrepreneur,divorced,tertiary,no,816,no,no,cellular,19,nov,630,1,-1,0,unknown,0,pending,route_c,type_1,group_x,A12,0.0,route_c,type_1,0.21505723730752077,1
30,blue-collar,single,secondary,yes,447,no,no,cellular,19,nov,426,2,189,6,failure,1,pending,route_c,type_1,group_n,A12,0.11886600905917183,route_c,type_1,0.0,1
44,entrepreneur,married,secondary,no,2878,yes,no,telephone,19,nov,125,3,-1,0,unknown,0,pending,route_c,type_4,group_n,A12,1.0,route_c,type_1,1.0,1
32,management,single,tertiary,no,4262,yes,no,cellular,19,nov,361,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_4,0.9589873647044651,1
34,blue-collar,married,primary,no,2490,yes,no,cellular,19,nov,185,2,180,1,failure,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_4,0.0,1
34,management,single,tertiary,no,1,no,no,cellular,19,nov,582,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,1.0,route_c,type_1,1.0,1
33,housemaid,married,tertiary,no,0,no,no,cellular,19,nov,466,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_1,0.09955896901984904,1
55,services,divorced,tertiary,no,1983,yes,no,telephone,19,nov,123,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.09849741574754445,route_c,type_1,1.0,1
46,self-employed,married,tertiary,no,2421,no,no,cellular,19,nov,1084,1,100,4,failure,1,closed,route_f,type_4,group_x,B07,1.0,route_c,type_4,0.27575404771529183,2
49,services,married,unknown,no,1990,yes,no,cellular,19,nov,44,4,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,1.0,1
39,blue-collar,married,primary,no,800,yes,no,cellular,19,nov,76,6,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,1.0,1
50,management,married,secondary,no,1580,no,yes,cellular,19,nov,79,3,-1,0,unknown,0,pending,route_c,type_1,group_n,B07,0.10887588951153836,route_f,type_4,0.0,1
32,technician,single,tertiary,no,360,no,no,cellular,19,nov,164,2,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.009589529717338586,route_f,type_1,0.8895199509250546,1
32,admin.,single,secondary,no,10218,yes,no,cellular,19,nov,149,2,-1,0,unknown,0,pending,route_c,type_1,group_x,A12,0.11810826369984821,route_f,type_1,0.0,1
47,technician,married,secondary,no,85,no,no,cellular,19,nov,51,2,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,1.0,route_c,type_1,0.48628591737345855,1
56,management,married,tertiary,no,705,no,no,cellular,19,nov,164,2,-1,0,unknown,0,pending,route_c,type_1,group_x,A12,1.0,route_c,type_4,0.9507932085547784,1
54,blue-collar,married,primary,no,6191,no,no,cellular,19,nov,102,2,-1,0,unknown,0,pending,route_c,type_4,group_n,A12,0.0,route_c,type_4,0.02883129067795685,1
40,blue-collar,married,primary,no,4608,yes,no,telephone,19,nov,111,2,156,1,failure,0,pending,route_c,type_1,group_n,A12,0.15014142262060073,route_c,type_1,1.0,1
53,retired,married,tertiary,no,1452,no,yes,cellular,19,nov,442,2,113,3,failure,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.0,1
35,technician,married,secondary,no,2189,no,no,cellular,19,nov,256,3,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.21814435626184495,route_c,type_4,0.6015795547432112,1
35,management,married,tertiary,no,1095,yes,no,cellular,19,nov,210,2,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.08123491491228045,route_c,type_4,0.12299469411059774,1
51,blue-collar,married,primary,no,-637,yes,yes,cellular,19,nov,233,2,-1,0,unknown,0,pending,route_c,type_1,group_x,A12,0.0,route_c,type_4,0.219668368053872,1
40,housemaid,married,secondary,no,1783,yes,yes,cellular,19,nov,130,1,-1,0,unknown,0,pending,route_c,type_1,group_n,B07,0.025866547857868395,route_c,type_4,0.912932808010133,1
35,management,married,tertiary,no,131,yes,no,cellular,19,nov,248,1,-1,0,unknown,0,pending,route_c,type_4,group_n,B07,0.0,route_f,type_1,0.0,1
41,management,divorced,tertiary,no,8106,no,no,cellular,19,nov,39,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.7880931993584219,1
39,entrepreneur,married,primary,no,3373,yes,no,cellular,19,nov,419,5,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_4,1.0,1
30,management,single,tertiary,no,2708,no,no,cellular,19,nov,479,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.02760178238045468,route_f,type_1,1.0,1
39,management,married,tertiary,no,-233,yes,no,cellular,19,nov,249,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,1.0,route_c,type_4,0.0,1
39,technician,divorced,secondary,no,688,yes,yes,cellular,19,nov,214,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.06950432938986362,route_c,type_1,0.1998502597644047,1
39,admin.,single,secondary,no,2749,yes,no,cellular,19,nov,128,1,-1,0,unknown,0,pending,route_c,type_1,group_x,A12,0.0,route_c,type_1,0.0,1
52,services,single,secondary,no,1810,no,no,telephone,19,nov,117,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.1826272119082851,1
56,retired,single,tertiary,no,352,no,no,cellular,19,nov,198,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,1.0,route_c,type_4,0.0,1
34,management,married,tertiary,no,395,yes,no,cellular,19,nov,202,2,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.09663429714215646,route_c,type_1,0.660887235440779,1
32,management,single,tertiary,no,2280,yes,no,cellular,19,nov,206,2,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,1.0,route_f,type_4,1.0,1
46,technician,divorced,secondary,no,-26,yes,yes,cellular,19,nov,201,1,113,2,other,0,closed,route_c,type_1,group_n,A12,0.05979422258785873,route_c,type_1,0.9815996458703417,1
51,technician,divorced,tertiary,no,4143,no,no,cellular,19,nov,171,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_4,0.846123577992293,1
46,services,married,tertiary,no,2520,yes,no,cellular,19,nov,144,1,-1,0,unknown,0,pending,route_c,type_1,group_x,A12,0.2654259624197929,route_f,type_1,1.0,1
57,unemployed,divorced,secondary,no,2762,no,no,telephone,19,nov,100,1,-1,0,unknown,1,pending,route_c,type_1,group_n,B07,0.7883923090379152,route_c,type_4,1.0,1
38,technician,married,secondary,no,4030,yes,no,cellular,19,nov,75,2,177,5,failure,0,pending,route_c,type_1,group_n,A12,0.0944159033625443,route_c,type_1,0.0,1
35,self-employed,married,tertiary,no,8647,no,no,cellular,19,nov,140,2,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_4,1.0,1
41,blue-collar,single,secondary,yes,81,no,no,cellular,19,nov,212,3,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_1,1.0,1
38,blue-collar,married,primary,no,-459,yes,yes,cellular,19,nov,219,2,-1,0,unknown,0,pending,route_c,type_4,group_n,A12,0.0935367676525669,route_c,type_1,0.7061140350715391,1
43,management,married,tertiary,no,1429,yes,no,cellular,19,nov,1015,1,198,2,other,1,closed,route_f,type_1,group_x,B07,0.9053073765705425,route_f,type_4,0.0,2
47,management,married,unknown,no,4189,yes,no,cellular,19,nov,489,3,-1,0,unknown,1,closed,route_f,type_4,group_x,B07,1.0,route_c,type_1,0.017570529598864584,2
54,management,married,tertiary,no,11246,no,no,cellular,19,nov,122,2,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.14233131223199477,route_c,type_1,0.0,1
48,services,single,secondary,no,2749,no,no,cellular,19,nov,442,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_4,0.1690000181940176,1
32,management,married,tertiary,no,1923,no,no,cellular,19,nov,75,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_1,0.0,1
31,housemaid,married,secondary,no,14,no,no,cellular,19,nov,46,1,-1,0,unknown,0,pending,route_f,type_4,group_n,B07,0.10117519634590272,route_c,type_4,0.0,1
34,management,married,secondary,no,2311,yes,no,cellular,19,nov,59,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.02206732351156931,route_f,type_4,0.3782241351509245,1
31,technician,single,tertiary,no,849,no,no,cellular,19,nov,94,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.2889132088750245,route_c,type_1,1.0,1
32,management,married,tertiary,no,0,no,no,cellular,19,nov,66,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.1370236954597747,route_c,type_1,1.0,1
32,technician,married,secondary,no,599,no,no,cellular,19,nov,79,1,-1,0,unknown,0,pending,route_c,type_4,group_n,A12,0.0,route_f,type_1,0.28147927255999855,1
34,admin.,single,tertiary,no,3092,no,no,cellular,19,nov,115,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.07141325873064845,route_c,type_4,0.0,1
51,entrepreneur,married,secondary,no,5403,yes,no,cellular,19,nov,698,1,-1,0,unknown,0,pending,route_c,type_4,group_n,A12,1.0,route_c,type_1,0.8912996213829045,1
54,technician,married,secondary,no,4475,yes,no,cellular,19,nov,108,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.17295594354241522,route_f,type_4,0.0,1
51,retired,married,tertiary,no,580,no,no,cellular,19,nov,694,2,-1,0,unknown,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_4,0.8749530187809675,2
32,technician,divorced,secondary,no,18,no,no,telephone,19,nov,20,1,177,1,failure,0,pending,route_c,type_1,group_n,A12,0.26863199333517673,route_c,type_1,0.020934940579880996,1
40,student,married,secondary,no,260,no,no,cellular,19,nov,52,1,152,6,failure,0,pending,route_c,type_4,group_n,A12,0.0,route_c,type_1,0.16346784092220942,1
30,unemployed,single,tertiary,no,1622,no,no,cellular,19,nov,242,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.19795304039610612,route_c,type_1,0.05885496497793303,1
35,self-employed,single,tertiary,no,538,yes,yes,cellular,19,nov,308,1,195,9,failure,0,pending,route_c,type_1,group_n,A12,0.9196644525062206,route_c,type_4,1.0,1
31,blue-collar,married,secondary,no,69,no,no,cellular,19,nov,640,1,-1,0,unknown,0,pending,route_c,type_1,group_n,B07,0.0,route_c,type_4,0.9427336361617538,1
44,admin.,married,tertiary,no,688,no,no,telephone,19,nov,274,1,-1,0,unknown,0,pending,route_c,type_1,group_x,B07,0.09466390407880453,route_c,type_1,0.6496112004464968,1
33,entrepreneur,single,secondary,no,1808,no,no,cellular,19,nov,84,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.9659931440005158,route_c,type_4,1.0,1
31,unemployed,married,secondary,no,24,yes,no,cellular,19,nov,631,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.0770781418181854,route_f,type_1,0.0,1
32,blue-collar,married,primary,no,66,no,no,cellular,19,nov,244,1,-1,0,unknown,0,pending,route_c,type_1,group_n,B07,0.01755522796935129,route_f,type_1,1.0,1
32,self-employed,married,tertiary,no,210,yes,no,cellular,19,nov,268,1,-1,0,unknown,0,pending,route_c,type_4,group_x,B07,0.0,route_c,type_1,1.0,1
53,retired,married,tertiary,no,1778,no,no,cellular,19,nov,186,2,-1,0,unknown,0,pending,route_c,type_1,group_x,A12,0.0,route_c,type_4,0.968429381345287,1
36,self-employed,single,tertiary,no,1296,yes,no,cellular,19,nov,352,4,-1,0,unknown,0,pending,route_c,type_1,group_x,A12,0.0,route_c,type_1,1.0,1
49,admin.,single,secondary,no,0,no,no,cellular,19,nov,325,2,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_4,0.6805388217041082,1
33,management,married,tertiary,yes,-148,yes,yes,cellular,19,nov,340,2,-1,0,unknown,0,pending,route_c,type_1,group_n,B07,1.0,route_c,type_4,0.0,1
32,technician,married,secondary,no,524,no,no,cellular,19,nov,100,1,106,1,failure,0,pending,route_c,type_1,group_n,A12,0.03516477720814278,route_c,type_1,0.29954689995442485,1
41,blue-collar,married,primary,no,1491,yes,no,cellular,19,nov,145,2,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.09445418235540473,route_c,type_1,0.0,1
43,blue-collar,single,secondary,no,9102,yes,no,cellular,19,nov,72,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,1.0,1
32,services,single,secondary,no,2615,no,no,cellular,19,nov,853,1,-1,0,unknown,1,closed,route_f,type_4,group_x,B07,0.8703289141874199,route_f,type_4,0.0,2
33,management,single,tertiary,no,5945,yes,no,cellular,19,nov,190,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.06802542250100194,route_c,type_1,0.09887348869503176,1
54,admin.,married,secondary,no,1239,no,no,cellular,19,nov,200,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.011252167985563768,route_f,type_1,0.0,1
35,management,single,tertiary,no,1531,yes,no,cellular,19,nov,127,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.08258477499596753,route_c,type_1,0.704699564637244,1
41,management,married,tertiary,no,36,no,no,cellular,19,nov,388,3,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,1.0,route_c,type_4,0.9483893173388338,1
48,admin.,married,secondary,no,1428,no,no,cellular,19,nov,498,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.0051497051743274935,route_c,type_4,0.0,1
33,self-employed,married,tertiary,no,-103,yes,no,cellular,19,nov,149,2,175,1,failure,0,pending,route_c,type_1,group_n,A12,0.07347791145666423,route_c,type_1,0.0,1
33,management,single,tertiary,no,201,yes,no,cellular,19,nov,171,1,183,1,failure,0,pending,route_c,type_1,group_n,B07,0.06970952235955724,route_f,type_1,0.0,1
39,housemaid,married,secondary,no,1444,no,no,cellular,19,nov,100,1,117,8,success,0,pending,route_c,type_1,group_n,B07,0.08239434833588415,route_c,type_4,0.20868569354219596,1
53,unemployed,divorced,secondary,no,587,no,no,cellular,19,nov,561,1,-1,0,unknown,1,closed,route_f,type_1,group_x,B07,0.8351423953198156,route_c,type_4,0.141816595094939,2
46,blue-collar,married,secondary,no,9347,yes,no,cellular,19,nov,138,1,117,1,other,0,pending,route_c,type_1,group_n,A12,0.19154283631450122,route_f,type_4,0.24836994979262905,1
38,services,married,secondary,no,8876,no,no,cellular,19,nov,636,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_4,0.0,1
40,management,married,secondary,no,156,no,no,cellular,19,nov,357,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.0,1
33,management,married,tertiary,no,3024,no,no,cellular,19,nov,118,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_1,0.0,1
44,services,married,primary,no,1161,yes,no,cellular,19,nov,402,1,184,5,failure,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_1,0.32624072056789566,1
30,admin.,married,secondary,no,2284,yes,no,cellular,19,nov,154,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.02461377294410837,1
35,technician,single,unknown,no,1342,yes,no,cellular,19,nov,68,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.12545439293295899,route_c,type_4,0.0,1
32,unemployed,married,secondary,no,11524,yes,no,cellular,19,nov,289,3,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.12365526360327707,route_c,type_4,1.0,1
51,services,married,unknown,no,6451,no,no,telephone,19,nov,66,2,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.06715809459769022,1
30,services,single,secondary,no,1846,yes,no,cellular,19,nov,87,2,-1,0,unknown,0,pending,route_c,type_1,group_x,A12,1.0,route_c,type_4,0.0,1
30,student,single,secondary,no,0,yes,no,cellular,19,nov,661,1,-1,0,unknown,0,pending,route_c,type_4,group_x,A12,0.0,route_c,type_1,0.1817081135937286,1
32,blue-collar,single,secondary,no,413,yes,no,cellular,19,nov,270,1,-1,0,unknown,0,pending,route_c,type_1,group_x,A12,0.0,route_c,type_4,1.0,1
54,services,married,unknown,no,386,no,yes,cellular,19,nov,74,1,152,1,success,0,pending,route_c,type_4,group_n,A12,0.0,route_f,type_1,0.9755126122688562,1
33,management,single,tertiary,no,8038,yes,no,cellular,19,nov,60,1,-1,0,unknown,0,pending,route_c,type_4,group_x,B07,0.15410230804180977,route_c,type_1,1.0,1
59,housemaid,married,primary,no,935,yes,no,cellular,19,nov,103,3,166,2,failure,0,pending,route_c,type_1,group_n,A12,0.05914164068813862,route_c,type_1,0.0,1
45,management,single,secondary,no,142,no,yes,cellular,19,nov,258,1,105,4,failure,0,pending,route_c,type_1,group_x,B07,0.0,route_c,type_4,0.7246399463414326,1
31,services,single,secondary,no,252,no,no,cellular,19,nov,222,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.02638545483040116,route_f,type_1,0.0,1
30,management,single,tertiary,no,4896,no,no,cellular,19,nov,132,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.8694504662639255,1
33,self-employed,married,tertiary,no,0,yes,no,cellular,19,nov,122,2,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_4,0.0,1
37,blue-collar,married,secondary,no,1165,yes,no,cellular,19,nov,62,3,190,4,success,0,pending,route_c,type_1,group_n,A12,0.03286101181847065,route_f,type_1,0.08079316246801095,1
37,technician,married,tertiary,no,1092,no,no,cellular,19,nov,292,3,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.21447285122130152,route_c,type_4,0.05760663619092981,1
30,management,married,tertiary,no,-181,yes,no,cellular,19,nov,621,2,-1,0,unknown,0,pending,route_c,type_1,group_n,B07,0.013662162840411841,route_c,type_1,0.0,1
53,management,married,tertiary,no,8093,no,no,cellular,19,nov,93,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.27326064816615264,route_c,type_1,0.0,1
41,management,married,tertiary,no,2885,no,no,cellular,19,nov,40,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_1,0.0,1
34,management,divorced,tertiary,no,27,no,yes,cellular,19,nov,190,1,-1,0,unknown,0,pending,route_c,type_1,group_n,B07,0.0,route_c,type_1,1.0,1
43,blue-collar,married,secondary,no,1927,yes,no,cellular,19,nov,63,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.16472154176640597,route_c,type_1,0.0,1
58,blue-collar,divorced,primary,no,8218,yes,no,cellular,19,nov,141,2,111,10,failure,0,pending,route_c,type_1,group_n,A12,0.2627221728449346,route_c,type_1,0.15719446454248875,1
33,technician,single,tertiary,no,149,yes,no,cellular,19,nov,424,2,182,1,other,1,closed,route_f,type_1,group_x,B07,0.024592779562232922,route_f,type_4,0.9628104528553643,2
32,blue-collar,married,secondary,no,3228,yes,no,cellular,19,nov,198,3,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_4,0.8666229437238212,1
50,management,married,secondary,no,0,yes,no,cellular,19,nov,122,2,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,1.0,route_c,type_1,0.0,1
40,blue-collar,single,secondary,no,3,no,no,cellular,19,nov,998,1,-1,0,unknown,1,closed,route_f,type_4,group_x,B07,0.9731121920150458,route_c,type_4,0.8167228166611403,2
46,services,married,secondary,no,2420,no,no,cellular,19,nov,405,2,-1,0,unknown,0,pending,route_f,type_4,group_n,A12,0.07464118891089772,route_c,type_4,0.0,1
54,management,married,tertiary,no,2650,yes,yes,cellular,19,nov,50,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_1,0.0,1
34,blue-collar,married,secondary,no,8309,yes,yes,cellular,19,nov,50,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.2739867523509008,route_f,type_1,0.0,1
53,technician,married,secondary,no,0,no,no,cellular,19,nov,291,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.3087317798555966,route_c,type_1,0.0,1
53,management,married,tertiary,no,241,yes,no,cellular,19,nov,137,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_4,0.9426281352836636,1
57,retired,married,primary,no,6969,no,no,cellular,19,nov,152,2,-1,0,unknown,0,pending,route_c,type_1,group_x,A12,0.0,route_c,type_1,0.08070249326943725,1
42,blue-collar,married,primary,no,807,yes,no,cellular,19,nov,1057,1,-1,0,unknown,0,closed,route_f,type_4,group_n,B07,0.737961634403367,route_f,type_1,1.0,2
53,self-employed,married,tertiary,no,3711,no,no,cellular,19,nov,64,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.17127512841473472,route_c,type_1,0.058392516085171715,1
42,self-employed,married,secondary,no,3211,no,no,cellular,19,nov,87,2,111,1,failure,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_1,0.20837146369659987,1
