age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,final_outcome_flag,post_decision_status,risk_review_code,confirmed_result_code,case_resolution_type,followup_action_group,outcome_verification_score,workflow_bucket_id,service_path_code,review_priority_index,class
54,Private,398212,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,5013,0,40,United-States,0,pending,route_c,type_1,group_n,A12,0.03673557539229553,route_c,type_4,0.0,<=50K
54,Self-emp-not-inc,114758,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_1,0.1112163309418741,<=50K
51,Private,246519,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,2105,0,45,United-States,0,pending,route_c,type_1,group_n,A12,0.10595789380474296,route_c,type_1,0.0,<=50K
50,Private,137815,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,1,closed,route_f,type_1,group_x,A12,0.04790284393438679,route_c,type_4,0.0,>50K
40,Private,260696,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0,pending,route_c,type_1,group_n,B07,0.8746944736070859,route_c,type_1,0.1482407002590823,<=50K
55,Private,325007,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,25,United-States,0,pending,route_c,type_1,group_n,A12,1.0,route_c,type_4,0.0,<=50K
50,Private,113176,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0,pending,route_c,type_1,group_n,B07,0.24712301543990756,route_f,type_1,0.0,<=50K
31,Private,66815,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,0,pending,route_c,type_1,group_n,A12,0.14828913649059594,route_c,type_4,0.2600014366559863,<=50K
42,,51795,HS-grad,9,Divorced,,Unmarried,Black,Female,0,0,32,United-States,0,pending,route_c,type_1,group_n,A12,0.28903727930279005,route_c,type_4,1.0,<=50K
24,Private,241523,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,45,United-States,1,closed,route_f,type_1,group_n,B07,0.8353715728839181,route_f,type_4,1.0,>50K
30,Private,30226,11th,7,Divorced,Sales,Own-child,White,Male,0,0,40,United-States,0,pending,route_c,type_4,group_n,A12,0.9596402711449908,route_c,type_4,0.6246951131607701,<=50K
39,Local-gov,352628,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,50,United-States,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_4,1.0,>50K
37,Private,143912,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.8479384234284022,<=50K
33,Private,130021,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,1,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.9921639224696488,<=50K
48,Private,329778,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0,0,40,United-States,1,pending,route_c,type_1,group_n,A12,0.1077308542526271,route_c,type_1,0.08176220610557601,<=50K
43,Self-emp-inc,196945,HS-grad,9,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,78,Thailand,0,pending,route_c,type_4,group_x,A12,0.0,route_c,type_1,0.13698161248908466,<=50K
39,Private,24342,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1,closed,route_f,type_4,group_x,B07,0.12274032525125039,route_f,type_4,0.991240118323574,>50K
53,Private,34368,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,1,closed,route_f,type_4,group_x,B07,0.8751217363790343,route_f,type_1,0.7627458181021691,>50K
52,Self-emp-not-inc,173839,10th,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,0,pending,route_c,type_1,group_x,A12,0.0,route_f,type_1,0.0,<=50K
28,State-gov,73211,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,20,United-States,0,pending,route_c,type_1,group_n,A12,0.15476105533095177,route_c,type_1,1.0,<=50K
32,Private,86723,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,52,United-States,0,pending,route_c,type_1,group_n,A12,0.13215636522110333,route_c,type_1,1.0,<=50K
31,Private,179186,Bachelors,13,Married-civ-spouse,Sales,Husband,Black,Male,0,0,90,United-States,1,closed,route_f,type_4,group_x,B07,0.8949476198231062,route_f,type_4,0.9645924231817122,>50K
31,Private,127610,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,1,closed,route_f,type_1,group_x,B07,0.9176584434440893,route_c,type_4,0.0,>50K
47,Private,115070,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0,pending,route_c,type_1,group_x,A12,0.8183693601411307,route_c,type_1,1.0,<=50K
19,,172582,Some-college,10,Never-married,,Own-child,White,Male,0,0,50,United-States,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_1,0.10393949643027742,<=50K
40,Private,256202,Assoc-voc,11,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_4,1.0,<=50K
40,Private,202872,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,White,Female,0,0,45,United-States,1,pending,route_c,type_1,group_x,A12,0.0,route_f,type_4,0.0,<=50K
41,Private,184102,11th,7,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_4,0.07975186915596066,<=50K
53,Federal-gov,130703,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,0,pending,route_c,type_1,group_n,B07,0.9918665217095811,route_f,type_1,0.0,<=50K
46,Private,134727,11th,7,Divorced,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Male,0,0,43,Germany,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.025587254571387778,<=50K
45,Self-emp-inc,36228,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,4386,0,35,United-States,1,closed,route_f,type_4,group_n,B07,0.8683919242164747,route_c,type_1,1.0,>50K
39,Private,297847,9th,5,Married-civ-spouse,Other-service,Wife,Black,Female,3411,0,34,United-States,0,pending,route_c,type_4,group_n,A12,0.0,route_c,type_1,0.13293118670337198,<=50K
19,Private,213644,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,0,pending,route_c,type_1,group_x,A12,0.01595077730732241,route_c,type_1,0.056583752671604655,<=50K
57,Private,173796,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1887,40,United-States,1,closed,route_f,type_4,group_x,B07,1.0,route_c,type_1,1.0,>50K
49,Private,147322,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,Peru,0,pending,route_c,type_1,group_n,B07,0.0,route_c,type_1,0.33509975671783676,<=50K
59,Private,296253,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0,pending,route_c,type_1,group_n,A12,1.0,route_c,type_1,0.19142958007862315,<=50K
32,Private,180871,Assoc-voc,11,Divorced,Sales,Not-in-family,White,Male,0,0,50,United-States,1,closed,route_c,type_4,group_n,B07,1.0,route_c,type_1,0.8474512728302648,>50K
18,,169882,Some-college,10,Never-married,,Own-child,White,Female,594,0,15,United-States,0,pending,route_c,type_1,group_n,A12,0.1322700986765521,route_f,type_4,0.0,<=50K
35,State-gov,211115,Some-college,10,Never-married,Protective-serv,Not-in-family,Black,Male,0,0,40,United-States,0,pending,route_c,type_4,group_n,A12,0.1406954979329278,route_c,type_1,0.886608623013813,<=50K
58,Self-emp-inc,183870,10th,6,Married-civ-spouse,Transport-moving,Wife,White,Female,0,0,40,United-States,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.8218059290349149,<=50K
28,Private,441620,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,0,0,43,Mexico,0,closed,route_c,type_1,group_n,A12,0.022984431011245643,route_c,type_1,0.2498846355311506,<=50K
36,Federal-gov,218542,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,1,closed,route_f,type_4,group_x,A12,0.8809479293697914,route_f,type_4,1.0,>50K
41,Self-emp-not-inc,141327,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,35,United-States,0,pending,route_c,type_1,group_n,B07,0.019519751878446505,route_f,type_1,0.16832500470914044,<=50K
47,Private,67716,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1,closed,route_f,type_4,group_x,A12,1.0,route_f,type_4,0.0,>50K
50,Self-emp-inc,175339,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1672,60,United-States,0,pending,route_c,type_1,group_n,A12,0.08508153758925342,route_c,type_4,0.020766405925245264,<=50K
61,,347089,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,16,United-States,0,pending,route_c,type_1,group_x,A12,0.14336532027243376,route_c,type_1,0.454377863277216,<=50K
36,Private,336595,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1,closed,route_f,type_4,group_x,B07,0.8576588874385782,route_f,type_4,0.1700634289772691,>50K
38,Private,27997,Assoc-voc,11,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_1,0.0,<=50K
56,Self-emp-not-inc,145574,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,1902,60,United-States,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_4,0.01365271422400979,>50K
50,Private,30447,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_1,0.13000163261277017,<=50K
45,Self-emp-not-inc,256866,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,5013,0,40,United-States,0,pending,route_c,type_1,group_n,A12,0.15250587120068404,route_c,type_1,0.6862461287164173,<=50K
44,Self-emp-not-inc,120837,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,66,United-States,0,pending,route_c,type_1,group_n,B07,0.0,route_c,type_4,0.06042605772304945,<=50K
51,Private,185283,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_1,0.917809555858182,>50K
44,Self-emp-inc,229466,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1,closed,route_f,type_4,group_x,B07,1.0,route_c,type_4,1.0,>50K
25,Private,298225,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.0,<=50K
60,Private,185749,11th,7,Widowed,Transport-moving,Unmarried,Black,Male,0,0,40,United-States,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_4,0.2918331222265119,<=50K
17,,333100,10th,6,Never-married,,Own-child,White,Male,1055,0,30,United-States,0,pending,route_c,type_1,group_n,A12,0.017877004460114008,route_f,type_1,0.0,<=50K
49,Self-emp-inc,125892,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1,closed,route_f,type_4,group_x,B07,0.8564025275157836,route_f,type_4,1.0,>50K
46,Private,563883,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,60,United-States,1,closed,route_f,type_4,group_x,B07,0.9682313587833153,route_f,type_1,0.0,>50K
56,Private,311249,HS-grad,9,Widowed,Adm-clerical,Unmarried,Black,Female,0,0,38,United-States,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.05089431652911811,<=50K
25,Private,221757,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,3325,0,45,United-States,0,pending,route_c,type_1,group_n,B07,0.21582579499343763,route_c,type_1,0.0,<=50K
22,Private,310152,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,0,pending,route_c,type_1,group_n,A12,0.02735043926625629,route_c,type_4,0.0,<=50K
76,,211453,HS-grad,9,Widowed,,Not-in-family,Black,Female,0,0,2,United-States,0,pending,route_c,type_1,group_n,A12,0.11169124680298279,route_c,type_1,0.0,<=50K
41,Self-emp-inc,94113,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,1,closed,route_f,type_1,group_x,B07,0.968817645769595,route_c,type_4,1.0,>50K
48,Self-emp-inc,192945,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,40,United-States,1,closed,route_f,type_1,group_x,B07,0.05070840956072964,route_f,type_1,0.05456845893418074,>50K
46,Private,161508,10th,6,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States,0,pending,route_c,type_1,group_x,A12,0.0,route_c,type_4,0.1765211738907549,<=50K
30,Private,177675,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,1,closed,route_f,type_4,group_x,B07,0.9009677987612473,route_f,type_4,1.0,>50K
39,Private,51100,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,1,closed,route_c,type_1,group_x,B07,1.0,route_c,type_1,0.0,>50K
40,Private,100584,10th,6,Divorced,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,United-States,0,pending,route_c,type_1,group_n,B07,0.05401804805599432,route_c,type_1,0.8850491921845388,<=50K
70,Federal-gov,163003,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_1,0.9205307109385233,<=50K
35,Private,67728,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2051,45,United-States,0,pending,route_c,type_1,group_n,A12,0.318945528617906,route_c,type_1,1.0,<=50K
49,Private,101320,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,75,United-States,0,pending,route_c,type_1,group_x,B07,0.031628244065873376,route_f,type_1,0.7805206143958512,<=50K
24,Private,42706,Assoc-voc,11,Never-married,Protective-serv,Not-in-family,White,Male,0,0,60,United-States,0,pending,route_c,type_1,group_x,A12,0.24266370220261455,route_c,type_1,0.29597224748226214,<=50K
40,Private,228535,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,36,United-States,1,closed,route_f,type_4,group_x,A12,1.0,route_f,type_1,0.1732270717366632,>50K
61,Private,120939,Prof-school,15,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,5,United-States,1,closed,route_f,type_1,group_x,B07,1.0,route_c,type_4,0.5929246837847424,>50K
25,Private,98283,Bachelors,13,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,0,0,40,United-States,0,pending,route_c,type_1,group_n,B07,0.0,route_c,type_1,0.8946935865643613,<=50K
28,Local-gov,216481,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0,pending,route_c,type_1,group_x,A12,0.0,route_f,type_1,0.0,<=50K
69,State-gov,208869,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,11,United-States,0,pending,route_c,type_4,group_n,A12,0.049075918306743724,route_c,type_4,0.4086493375335751,<=50K
22,Private,207940,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,36,United-States,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_4,0.05022158314202103,<=50K
47,Private,34248,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,38,United-States,0,pending,route_c,type_1,group_x,A12,0.05470036492790792,route_c,type_1,0.15008082751970966,<=50K
38,Private,83727,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,48,United-States,0,pending,route_c,type_1,group_n,A12,0.14327210957636358,route_f,type_1,0.30829574797886933,<=50K
26,Private,183077,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.4087397746908397,<=50K
17,Private,197850,11th,7,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,24,United-States,0,pending,route_c,type_1,group_n,A12,0.9585382715326696,route_f,type_4,0.9167784014757372,<=50K
33,Self-emp-not-inc,235271,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,35,United-States,0,pending,route_c,type_1,group_n,A12,0.05236119604464334,route_f,type_4,1.0,<=50K
43,Self-emp-not-inc,35236,HS-grad,9,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0,pending,route_c,type_1,group_n,A12,1.0,route_f,type_1,0.1534118312041346,<=50K
58,Private,255822,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1,closed,route_f,type_4,group_x,B07,1.0,route_c,type_4,1.0,>50K
53,Self-emp-inc,263925,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,99999,0,40,United-States,1,closed,route_f,type_4,group_x,B07,1.0,route_c,type_4,0.0,>50K
26,Private,256263,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,25,United-States,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_1,0.9573475054614559,<=50K
43,Local-gov,293535,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,40,United-States,1,closed,route_c,type_4,group_n,B07,0.9398802819364348,route_c,type_4,1.0,>50K
31,Private,209448,10th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,2105,0,40,Mexico,0,pending,route_c,type_1,group_n,A12,0.8896414994995748,route_f,type_4,0.0,<=50K
30,Private,57651,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Male,0,2001,42,United-States,0,pending,route_c,type_1,group_n,B07,0.0,route_c,type_1,0.002564843270366796,<=50K
25,Private,174592,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,25,United-States,0,pending,route_c,type_4,group_n,A12,0.0,route_f,type_1,1.0,<=50K
57,Federal-gov,278763,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0,pending,route_c,type_1,group_n,B07,0.2255591231415859,route_f,type_4,0.0,<=50K
37,Private,175232,Masters,14,Divorced,Exec-managerial,Unmarried,White,Male,0,0,60,United-States,1,pending,route_f,type_4,group_n,A12,0.8651185261542302,route_f,type_4,0.10255117391819188,>50K
32,Private,402812,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States,0,pending,route_c,type_4,group_n,A12,0.0,route_f,type_4,0.0,<=50K
26,Private,101150,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,41,United-States,0,pending,route_c,type_1,group_n,A12,0.01959843738480548,route_f,type_1,1.0,<=50K
45,Private,103538,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,1,closed,route_f,type_4,group_x,A12,0.1541025741669558,route_c,type_1,0.08403437731093161,>50K
53,State-gov,156877,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,15024,0,35,United-States,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_4,0.8562158417778272,>50K
27,Private,23940,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,Amer-Indian-Eskimo,Male,0,0,40,United-States,0,pending,route_c,type_1,group_x,A12,0.1703257822054756,route_f,type_1,0.6836925001159577,<=50K
28,Self-emp-inc,210295,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,1,closed,route_f,type_4,group_n,B07,0.0,route_c,type_4,1.0,>50K
32,Private,80058,11th,7,Divorced,Sales,Not-in-family,White,Male,0,0,43,United-States,1,closed,route_f,type_1,group_n,B07,0.9874492695080958,route_c,type_1,1.0,>50K
35,Private,187119,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,0,1980,65,United-States,0,pending,route_c,type_1,group_n,A12,1.0,route_f,type_1,0.6851678470888916,<=50K
36,Self-emp-not-inc,105021,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,1,closed,route_c,type_4,group_n,B07,0.16259069984004362,route_f,type_4,1.0,>50K
19,Private,225775,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_1,0.6508818956390423,<=50K
37,Self-emp-inc,395831,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,80,United-States,1,closed,route_f,type_4,group_x,B07,0.9037189151936906,route_c,type_1,0.8317684704803688,>50K
49,Private,50282,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,3325,0,45,United-States,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.0,<=50K
20,Private,32732,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,45,United-States,0,pending,route_c,type_1,group_n,B07,0.0,route_c,type_4,0.0,<=50K
64,Self-emp-inc,179436,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,55,United-States,1,closed,route_f,type_4,group_x,B07,1.0,route_c,type_1,1.0,>50K
60,,290593,Masters,14,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,0,pending,route_c,type_1,group_n,B07,0.1540736859103955,route_c,type_4,1.0,<=50K
32,Private,123253,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,42,United-States,0,pending,route_c,type_1,group_n,A12,0.14448306742251854,route_f,type_1,0.5311819434784878,<=50K
58,State-gov,48433,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0,pending,route_c,type_1,group_n,A12,0.8833113477054261,route_c,type_1,0.24874370086363834,<=50K
42,Private,245317,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,0,pending,route_c,type_1,group_x,A12,0.026255899547312396,route_c,type_4,1.0,<=50K
20,Private,431745,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,14,United-States,0,pending,route_c,type_1,group_n,B07,1.0,route_c,type_1,0.055655652652972426,<=50K
42,State-gov,436006,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_1,0.10649637771096263,<=50K
25,Private,224943,Some-college,10,Married-spouse-absent,Prof-specialty,Unmarried,Black,Male,0,0,40,United-States,0,pending,route_c,type_1,group_x,A12,1.0,route_f,type_1,0.0,<=50K
30,Self-emp-not-inc,167990,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,65,United-States,1,closed,route_f,type_4,group_x,B07,0.0,route_f,type_1,0.0,>50K
37,Self-emp-inc,217054,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,1,closed,route_f,type_4,group_x,B07,0.16565792428029882,route_f,type_4,0.2805630205528231,>50K
66,Self-emp-not-inc,298834,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,0,pending,route_c,type_1,group_n,B07,0.0,route_c,type_1,0.4767543260643027,<=50K
59,Self-emp-inc,125000,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,England,1,closed,route_f,type_4,group_x,B07,0.873578838800989,route_c,type_4,0.7995898174951781,>50K
44,Private,123983,Bachelors,13,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Male,0,0,40,China,0,pending,route_c,type_1,group_n,A12,0.13509492172701532,route_f,type_1,0.0,<=50K
46,Private,155489,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,58,United-States,1,closed,route_f,type_4,group_x,B07,1.0,route_c,type_4,1.0,>50K
59,Private,284834,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,2885,0,30,United-States,0,pending,route_c,type_4,group_n,A12,0.0,route_c,type_4,1.0,<=50K
25,Private,212495,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,1340,40,United-States,0,pending,route_f,type_1,group_n,A12,0.07536147692596193,route_f,type_1,0.12061727907999194,<=50K
17,Local-gov,32124,9th,5,Never-married,Other-service,Own-child,Black,Male,0,0,9,United-States,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.8547215036734258,<=50K
47,Local-gov,246891,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_4,0.2165859271361534,<=50K
47,State-gov,141483,9th,5,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,0,pending,route_c,type_1,group_x,A12,0.8611742423433394,route_c,type_4,0.13584231686834433,<=50K
30,Private,31985,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,0,pending,route_c,type_4,group_n,A12,0.0,route_c,type_4,0.06710639813139724,<=50K
20,Private,170800,Some-college,10,Never-married,Farming-fishing,Own-child,White,Female,0,0,40,United-States,0,pending,route_c,type_1,group_x,A12,1.0,route_c,type_4,0.0,<=50K
26,Local-gov,166295,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,2339,55,United-States,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.0,<=50K
20,Private,231286,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,15,United-States,0,pending,route_c,type_1,group_n,A12,0.24051104447569277,route_f,type_1,1.0,<=50K
33,Private,159322,HS-grad,9,Divorced,Other-service,Unmarried,White,Male,0,0,40,United-States,0,pending,route_c,type_1,group_n,B07,0.08291582190703614,route_c,type_1,0.25009130587307254,<=50K
48,Private,176026,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.0,<=50K
52,Private,118025,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,50,United-States,1,closed,route_f,type_4,group_x,A12,0.9893479278478925,route_c,type_4,0.9604331969789395,>50K
37,Private,26898,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,12,United-States,0,pending,route_c,type_1,group_n,B07,1.0,route_c,type_1,0.0,<=50K
47,Private,232628,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_4,0.808690078877106,<=50K
40,Private,85995,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,1,closed,route_f,type_1,group_x,B07,0.06728084488926885,route_f,type_4,0.9487270351962883,>50K
48,Private,125421,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,1,closed,route_f,type_4,group_x,B07,0.9219034280265401,route_c,type_1,0.0,>50K
49,Private,245305,10th,6,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,42,United-States,1,closed,route_f,type_4,group_x,B07,1.0,route_c,type_4,0.537006638054478,>50K
50,Private,73493,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,0,pending,route_c,type_4,group_x,A12,0.18557269246420716,route_f,type_4,0.3841363455828388,<=50K
30,Private,197058,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0,pending,route_c,type_1,group_n,A12,0.2091495811922547,route_f,type_4,0.0,<=50K
