gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,final_outcome_flag,post_decision_status,risk_review_code,confirmed_result_code,case_resolution_type,followup_action_group,outcome_verification_score,workflow_bucket_id,service_path_code,review_priority_index,Churn
Female,0,No,Yes,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,49.9,49.9,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_1,1.0,No
Female,0,No,No,20,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),68.9,1370.35,0,pending,route_c,type_1,group_n,B07,0.0,route_c,type_4,0.8054906734634607,No
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.25,20.25,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.28207547229967417,No
Female,0,No,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),76.0,2215.25,0,pending,route_c,type_1,group_n,B07,0.07681243378676436,route_c,type_1,0.15267144858845136,No
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,74.0,74.0,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.13625054757736654,No
Male,0,No,No,3,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,82.3,214.4,0,pending,route_c,type_1,group_x,A12,0.0,route_f,type_1,0.04821463593914803,No
Female,0,No,No,20,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.4,1871.15,0,pending,route_c,type_1,group_x,B07,0.11164405842571924,route_c,type_1,1.0,No
Male,0,No,Yes,64,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.15,6171.2,0,pending,route_c,type_1,group_x,A12,1.0,route_c,type_1,0.0,No
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.2,20.2,1,closed,route_f,type_4,group_x,A12,0.03819568013696438,route_c,type_1,0.0,Yes
Female,0,No,No,6,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.45,161.45,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_4,0.0,No
Male,0,Yes,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,19.8,1013.2,0,pending,route_c,type_4,group_n,A12,0.8808310542824974,route_f,type_1,0.7343823973507614,No
Male,0,No,No,6,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),59.15,336.7,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,1.0,No
Male,0,Yes,Yes,7,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.75,333.65,0,pending,route_c,type_1,group_n,A12,0.14190251836384016,route_c,type_1,0.7977737853953714,No
Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),90.8,6511.8,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_4,0.13199522895844867,No
Male,0,Yes,No,8,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.55,393.45,0,pending,route_c,type_1,group_n,A12,0.2666766350572011,route_f,type_1,1.0,No
Female,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),106.7,7009.5,0,pending,route_c,type_1,group_n,A12,0.1258241041487313,route_f,type_1,1.0,No
Female,1,Yes,No,24,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.55,2264.05,1,closed,route_f,type_4,group_x,B07,0.04500388405447295,route_f,type_4,0.8974356421844847,Yes
Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),94.45,6921.7,0,pending,route_c,type_1,group_n,B07,0.3596784299366811,route_c,type_1,0.8287216774626919,No
Male,0,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.45,600.25,0,pending,route_c,type_4,group_n,A12,0.16903422326693815,route_c,type_1,0.8530242449868545,No
Male,0,No,No,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.05,56.35,1,closed,route_f,type_4,group_x,B07,0.9429685944580155,route_f,type_4,0.812851274896474,Yes
Male,0,Yes,No,70,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Mailed check,67.95,4664.15,0,pending,route_c,type_1,group_n,B07,0.8643666372439924,route_c,type_1,0.0,No
Female,0,No,No,22,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),65.25,1441.8,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.0,No
Female,0,No,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),99.45,5623.7,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_4,0.3860412725891523,No
Male,0,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.35,695.85,0,pending,route_c,type_1,group_x,A12,0.0,route_f,type_1,0.3762324102014708,No
Female,0,Yes,Yes,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.95,1028.75,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,1.0,No
Male,0,Yes,No,53,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),77.4,4155.95,0,pending,route_c,type_1,group_n,A12,0.031194629522752888,route_c,type_1,0.0,No
Female,0,Yes,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.7,395.6,0,pending,route_c,type_1,group_n,A12,0.11768780122257484,route_c,type_1,0.0,No
Male,0,Yes,No,63,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),99.7,6330.4,0,pending,route_c,type_1,group_n,A12,0.24614529584923128,route_c,type_4,1.0,No
Female,0,No,No,40,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),74.8,2971.7,0,pending,route_f,type_1,group_x,A12,0.010162068299807201,route_f,type_1,0.0,No
Male,0,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.15,638.0,0,pending,route_c,type_4,group_x,A12,0.0798313613844599,route_c,type_1,0.007765542964636061,No
Male,0,Yes,Yes,26,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),78.95,2034.25,0,pending,route_c,type_1,group_n,B07,0.0,route_c,type_4,0.08745245615875161,No
Male,1,Yes,No,27,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,95.55,2510.2,1,closed,route_f,type_4,group_x,B07,0.11376752726134842,route_c,type_4,1.0,Yes
Male,0,No,Yes,53,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),62.85,3419.5,0,pending,route_c,type_1,group_x,A12,0.0,route_c,type_1,0.0,No
Male,1,Yes,No,34,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),71.55,2427.35,0,closed,route_c,type_1,group_x,A12,0.04038647369207697,route_c,type_4,0.2623362308402225,No
Female,1,Yes,No,19,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.95,1760.25,0,pending,route_c,type_1,group_n,A12,0.9942857887921419,route_c,type_4,1.0,No
Male,0,Yes,No,43,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),86.1,3551.65,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.8838464655196865,No
Male,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.55,122.9,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_4,0.18013887850398538,No
Male,0,No,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.8,1424.2,0,pending,route_c,type_4,group_x,A12,0.0,route_f,type_1,0.9490257336296326,No
Male,0,No,No,57,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,39.3,2111.45,1,closed,route_f,type_1,group_n,B07,0.8735248436397782,route_f,type_4,0.0070707760391500495,Yes
Male,0,Yes,Yes,34,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,84.05,2909.95,0,pending,route_c,type_1,group_x,A12,0.0,route_c,type_1,0.0,No
Female,0,No,No,10,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,36.25,374.0,0,pending,route_c,type_1,group_x,B07,1.0,route_c,type_1,0.0,No
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.25,20.25,1,closed,route_f,type_1,group_x,B07,0.9532665148089589,route_f,type_4,0.0,Yes
Female,0,No,No,13,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,23.9,300.8,1,closed,route_f,type_1,group_x,B07,0.9108400313553591,route_c,type_1,1.0,Yes
Male,0,No,No,56,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,98.6,5581.05,0,pending,route_c,type_1,group_n,A12,0.08606616707738822,route_c,type_1,0.12726641533273278,No
Female,0,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),103.65,5676.65,0,pending,route_c,type_1,group_n,A12,0.043272133984793265,route_c,type_1,1.0,No
Female,0,Yes,Yes,36,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),92.9,3379.25,0,pending,route_c,type_1,group_n,A12,0.26927835519821475,route_c,type_1,1.0,No
Male,0,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.9,942.95,0,pending,route_c,type_1,group_n,B07,0.1339740578651027,route_c,type_4,0.6594988028585111,No
Female,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.1,232.4,0,pending,route_c,type_1,group_n,B07,0.0,route_c,type_1,0.9503463467933648,No
Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,85.45,85.45,1,pending,route_f,type_4,group_x,B07,0.1066858170053383,route_f,type_1,0.0,Yes
Male,1,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.5,2088.45,0,pending,route_c,type_1,group_n,A12,1.0,route_c,type_1,0.0,No
Female,0,No,No,63,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),99.9,6137.0,1,closed,route_f,type_4,group_n,B07,1.0,route_c,type_1,1.0,Yes
Female,1,No,No,35,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,39.85,1434.6,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.9113182878881255,No
Female,0,No,No,67,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),60.5,3870.0,0,pending,route_f,type_1,group_n,A12,0.1452701701714381,route_c,type_1,0.0,No
Male,0,No,No,25,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.8,2043.45,1,closed,route_f,type_4,group_x,B07,0.9530127270419055,route_f,type_1,0.794457780249579,Yes
Male,0,No,No,21,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,103.85,2215.0,0,pending,route_c,type_1,group_n,A12,0.03848211897159912,route_f,type_1,0.0,No
Female,0,No,No,13,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),67.8,842.25,0,pending,route_c,type_1,group_x,A12,0.0,route_c,type_1,0.0,No
Male,0,Yes,No,35,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.2,2576.2,1,closed,route_f,type_4,group_x,B07,0.8178856356174077,route_f,type_1,0.8068964452200018,Yes
Male,1,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.85,1901.0,0,pending,route_c,type_1,group_n,A12,0.1152238297783979,route_c,type_1,0.0,No
Female,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.35,601.6,0,pending,route_c,type_1,group_n,A12,0.0004727879033139681,route_f,type_4,0.0,No
Male,0,Yes,No,71,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,49.35,3515.25,1,closed,route_f,type_4,group_n,B07,0.8302984280255243,route_f,type_1,0.0,Yes
Male,1,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.0,605.45,0,pending,route_c,type_1,group_n,A12,0.10792300371463429,route_c,type_1,0.0,No
Female,1,No,No,57,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,55.0,3094.05,0,pending,route_c,type_1,group_x,A12,0.0,route_f,type_1,0.043824613762098556,No
Male,0,Yes,No,65,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),76.15,4929.55,0,pending,route_c,type_1,group_n,B07,0.0,route_c,type_4,0.9775158564550085,No
Male,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.3,595.05,0,closed,route_c,type_1,group_n,A12,0.0,route_c,type_4,0.6440559934771988,No
Male,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,469.8,1,closed,route_f,type_1,group_n,B07,1.0,route_f,type_1,1.0,Yes
Female,1,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),117.35,8436.25,1,pending,route_c,type_1,group_n,A12,0.9425536638098656,route_c,type_4,0.12292675837778294,No
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.75,19.75,0,pending,route_c,type_1,group_n,A12,0.010454909601156848,route_f,type_1,1.0,No
Male,0,No,No,11,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),45.2,492.0,0,pending,route_c,type_1,group_n,A12,0.04030770187556796,route_c,type_1,1.0,No
Male,0,Yes,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.2,987.95,0,pending,route_c,type_1,group_n,A12,0.10713773385507534,route_c,type_1,0.0,No
Female,1,No,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,89.75,5496.9,0,pending,route_c,type_4,group_n,B07,0.0921304296157738,route_f,type_1,0.0,No
Male,0,No,No,26,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),75.0,1908.35,0,pending,route_c,type_1,group_n,A12,0.1061647226181605,route_c,type_4,1.0,No
Male,1,No,No,2,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,49.95,107.1,0,pending,route_c,type_1,group_n,B07,0.0,route_c,type_1,1.0,No
Female,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),65.7,4575.35,0,pending,route_c,type_1,group_n,A12,0.11303755395067454,route_f,type_4,0.9421176422793759,No
Male,0,Yes,No,65,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),67.05,4309.55,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_1,0.27251595663321093,No
Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),110.9,7922.75,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_4,0.05745131792376672,No
Male,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),87.95,522.35,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.0,No
Male,1,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.8,587.7,1,pending,route_c,type_1,group_n,A12,0.2221213287623377,route_f,type_1,0.0,No
Female,0,Yes,No,50,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),75.7,3876.2,0,pending,route_c,type_1,group_x,A12,0.0,route_c,type_1,0.20605220276475614,No
Male,0,Yes,No,61,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,62.15,3778.85,0,pending,route_c,type_4,group_n,A12,0.1869337767634964,route_c,type_4,0.19595494477078904,No
Female,0,No,No,15,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.25,1457.25,1,closed,route_f,type_1,group_n,B07,1.0,route_f,type_4,1.0,Yes
Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),115.15,8349.45,0,pending,route_c,type_1,group_n,A12,0.02640341206077423,route_c,type_4,0.0,No
Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.95,185.6,1,closed,route_f,type_4,group_x,A12,1.0,route_f,type_1,0.9736466822754384,Yes
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.5,19.5,0,pending,route_c,type_1,group_x,A12,0.0,route_f,type_1,0.2538206658858536,No
Female,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.55,1066.9,0,pending,route_c,type_1,group_n,A12,0.21273653584236626,route_f,type_1,0.7103167600389403,No
Female,0,No,No,37,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),28.6,973.55,1,closed,route_f,type_1,group_x,B07,0.9520755979061295,route_c,type_4,1.0,Yes
Male,0,Yes,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.4,1226.45,0,pending,route_c,type_4,group_n,A12,0.134209662388866,route_c,type_4,0.0,No
Male,0,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.8,342.3,0,pending,route_c,type_1,group_n,B07,0.0,route_c,type_1,0.8093930792288406,No
Male,0,No,Yes,21,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.65,985.05,0,pending,route_c,type_1,group_n,B07,0.0,route_f,type_1,0.0,No
Male,0,Yes,Yes,68,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,56.4,3948.45,0,pending,route_c,type_1,group_n,A12,0.26280281026346325,route_c,type_4,0.319948893991678,No
Male,1,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.3,828.05,0,pending,route_c,type_1,group_n,A12,0.920039928037187,route_f,type_1,0.18135396545275564,No
Female,1,No,No,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.35,41.85,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_1,0.9762338892795706,Yes
Female,0,Yes,No,62,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.35,6164.7,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_1,0.4456557336935988,No
Female,1,No,No,29,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,98.65,2862.75,1,closed,route_f,type_4,group_x,B07,0.9906022647025418,route_f,type_4,0.6371962939546967,Yes
Male,0,No,Yes,1,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,33.6,33.6,0,pending,route_c,type_1,group_n,A12,0.08003781598085707,route_c,type_4,0.0,No
Male,1,Yes,No,5,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.9,343.95,1,closed,route_f,type_1,group_x,A12,0.01888371810400739,route_f,type_4,0.3239835206587434,Yes
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.7,20.7,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_1,0.9635944068087419,No
Male,0,No,Yes,62,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,104.05,6590.5,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.9580113466011528,No
Female,0,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.25,717.95,0,pending,route_c,type_4,group_n,A12,0.11535077325079988,route_c,type_1,0.0,No
Female,1,No,No,28,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.3,2890.65,1,closed,route_f,type_4,group_x,B07,0.8285890008511175,route_c,type_4,0.9073166800246585,Yes
Female,0,Yes,Yes,69,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),73.7,4885.85,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_4,1.0,No
Female,0,Yes,No,11,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),96.2,1222.05,1,closed,route_f,type_1,group_x,A12,1.0,route_f,type_4,0.0,Yes
Female,0,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,108.75,6871.7,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.5444912137002909,No
Male,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.15,405.6,0,pending,route_c,type_1,group_n,B07,0.0,route_c,type_4,0.0,No
Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.75,208.25,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_4,1.0,No
Female,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.95,1801.9,0,pending,route_c,type_4,group_n,A12,0.03988135996446227,route_c,type_1,1.0,No
Female,1,No,No,45,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,70.05,3062.45,0,pending,route_c,type_1,group_x,B07,0.004377129009875798,route_c,type_4,0.0,No
Female,0,Yes,Yes,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.05,1764.75,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_1,0.05206299393740921,No
Female,0,No,Yes,22,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.75,1816.75,0,pending,route_c,type_1,group_x,B07,0.0032125905704934697,route_f,type_4,0.17104196707319042,No
Female,0,Yes,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,23.05,1255.1,0,pending,route_c,type_1,group_n,A12,0.00871180992677754,route_c,type_4,1.0,No
Male,0,Yes,No,55,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,104.15,5743.05,1,closed,route_f,type_1,group_x,B07,0.9192721071208546,route_f,type_4,0.6149594966665062,Yes
Female,0,No,No,65,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),59.95,3921.1,0,pending,route_c,type_1,group_n,B07,0.0,route_c,type_1,0.07823306031867562,No
Female,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.55,1463.45,0,pending,route_c,type_1,group_n,A12,0.9141358124329005,route_c,type_1,0.7188622931160984,No
Male,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.6,189.45,0,pending,route_c,type_1,group_x,A12,0.6978361197303853,route_c,type_4,1.0,No
Female,0,No,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.05,96.8,0,pending,route_c,type_1,group_x,A12,0.12281638594737172,route_f,type_4,0.21665928183881664,No
Male,1,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.55,408.5,0,pending,route_c,type_1,group_n,A12,0.15831578979559235,route_c,type_1,0.0,No
Female,0,Yes,Yes,24,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),78.6,1846.65,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_4,0.599803956292599,No
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.8,8456.75,0,pending,route_c,type_1,group_n,A12,0.16006541281816514,route_f,type_4,0.0,No
Male,0,No,No,21,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,43.55,1011.5,0,pending,route_c,type_4,group_x,A12,0.05319654143064972,route_c,type_4,0.9511338969429913,No
Male,0,Yes,No,69,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),60.8,4263.4,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_1,0.0015820383010082717,No
Male,0,Yes,Yes,44,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),54.9,2549.1,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.085296904855093,No
Female,1,Yes,Yes,61,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,65.2,3965.05,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_4,0.0,No
