checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,final_outcome_flag,post_decision_status,risk_review_code,confirmed_result_code,case_resolution_type,followup_action_group,outcome_verification_score,workflow_bucket_id,service_path_code,review_priority_index,class
<0,30,existing paid,furniture/equipment,3622,>=1000,>=7,4,female div/dep/mar,none,4,life insurance,57,none,rent,2,skilled,1,yes,yes,1,closed,route_f,type_4,group_x,B07,0.9629095630281218,route_f,type_1,1.0,good
no checking,15,delayed previously,furniture/equipment,960,>=1000,4<=X<7,3,female div/dep/mar,none,2,life insurance,30,none,own,2,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,0.8865647377184448,route_f,type_4,0.7503071643779011,good
no checking,12,critical/other existing credit,new car,1163,500<=X<1000,1<=X<4,4,male single,none,4,real estate,44,none,own,1,skilled,1,yes,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_c,type_4,1.0,good
0<=X<200,6,delayed previously,new car,1209,<100,unemployed,4,male single,none,4,life insurance,47,none,own,1,high qualif/self emp/mgmt,1,yes,yes,0,pending,route_c,type_1,group_n,A12,0.002499194691056102,route_c,type_1,0.0,bad
no checking,12,existing paid,radio/tv,3077,<100,1<=X<4,2,male single,none,4,car,52,none,own,1,skilled,1,yes,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_c,type_1,0.0,good
no checking,24,existing paid,new car,3757,<100,>=7,4,female div/dep/mar,co applicant,4,no known property,62,none,for free,1,skilled,1,yes,yes,1,closed,route_f,type_4,group_n,A12,0.9359719311945764,route_f,type_4,0.233339229579357,good
no checking,10,existing paid,new car,1418,100<=X<500,1<=X<4,3,male single,none,2,real estate,35,none,rent,1,unskilled resident,1,none,no,1,closed,route_f,type_4,group_x,B07,0.0,route_f,type_1,1.0,good
no checking,6,existing paid,new car,3518,<100,1<=X<4,2,male single,guarantor,3,life insurance,26,none,rent,1,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,0.8389789159798877,route_c,type_4,1.0,good
no checking,12,critical/other existing credit,radio/tv,1934,<100,>=7,2,male single,none,2,no known property,26,none,own,2,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,0.9774992427174027,route_f,type_4,1.0,good
0<=X<200,27,no credits/all paid,business,8318,<100,>=7,2,female div/dep/mar,none,4,no known property,42,none,for free,2,high qualif/self emp/mgmt,1,yes,yes,0,pending,route_c,type_4,group_n,A12,0.0,route_c,type_4,1.0,bad
no checking,6,critical/other existing credit,radio/tv,1237,100<=X<500,1<=X<4,1,female div/dep/mar,none,1,life insurance,27,none,own,2,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,0.9632440250198084,route_f,type_4,0.639319352454199,good
0<=X<200,6,existing paid,radio/tv,368,no known savings,>=7,4,male single,none,4,life insurance,38,none,own,1,skilled,1,none,yes,1,closed,route_f,type_4,group_n,B07,0.6608110549649191,route_f,type_1,0.9357011887420228,good
<0,12,critical/other existing credit,new car,2122,<100,1<=X<4,3,male single,none,2,real estate,39,none,rent,2,unskilled resident,2,none,no,1,closed,route_f,type_1,group_x,B07,0.8505395748812329,route_f,type_4,0.0,good
<0,24,existing paid,furniture/equipment,2996,no known savings,1<=X<4,2,male mar/wid,none,4,car,20,none,own,1,skilled,1,none,yes,0,pending,route_c,type_1,group_n,A12,1.0,route_c,type_1,1.0,bad
0<=X<200,36,existing paid,furniture/equipment,9034,100<=X<500,<1,4,male single,co applicant,1,no known property,29,none,rent,1,high qualif/self emp/mgmt,1,yes,yes,0,pending,route_c,type_1,group_n,A12,0.11002770175674938,route_f,type_1,0.0,bad
no checking,24,critical/other existing credit,furniture/equipment,1585,<100,4<=X<7,4,male single,none,3,life insurance,40,none,own,2,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_1,1.0,good
0<=X<200,18,existing paid,radio/tv,1301,<100,>=7,4,male mar/wid,guarantor,2,real estate,32,none,own,1,unskilled resident,1,none,yes,1,closed,route_f,type_4,group_x,A12,1.0,route_c,type_1,1.0,good
>=200,6,critical/other existing credit,new car,1323,100<=X<500,>=7,2,male div/sep,none,4,car,28,none,own,2,skilled,2,yes,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_4,1.0,good
<0,24,existing paid,new car,3123,<100,<1,4,female div/dep/mar,none,1,life insurance,27,none,own,1,skilled,1,none,yes,0,pending,route_c,type_1,group_x,A12,0.0,route_c,type_1,0.0,bad
<0,36,existing paid,used car,5493,<100,>=7,2,male single,none,4,no known property,42,none,for free,1,skilled,2,none,yes,1,closed,route_f,type_4,group_x,B07,0.8625642496198049,route_f,type_1,0.16762685711036218,good
>=200,9,existing paid,radio/tv,1126,100<=X<500,>=7,2,male div/sep,none,4,real estate,49,none,own,1,skilled,1,none,yes,1,closed,route_f,type_1,group_x,A12,1.0,route_f,type_4,0.6547648103371513,good
0<=X<200,24,critical/other existing credit,radio/tv,1216,100<=X<500,<1,4,male single,none,4,no known property,38,bank,own,2,skilled,2,none,yes,0,pending,route_c,type_1,group_n,A12,0.008555256606329243,route_f,type_4,0.0,bad
<0,24,existing paid,new car,1207,<100,<1,4,female div/dep/mar,none,4,life insurance,24,none,rent,1,skilled,1,none,yes,0,pending,route_c,type_1,group_x,A12,0.33045802317060263,route_c,type_1,0.0,bad
no checking,10,existing paid,new car,1309,no known savings,1<=X<4,4,male single,guarantor,4,life insurance,27,none,own,1,unskilled resident,1,none,yes,0,pending,route_c,type_1,group_n,A12,0.9516245181785751,route_c,type_1,0.1591619574645,bad
>=200,15,critical/other existing credit,used car,2360,500<=X<1000,1<=X<4,2,male single,none,2,car,36,none,own,1,skilled,1,yes,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_1,1.0,good
0<=X<200,15,all paid,new car,6850,100<=X<500,unemployed,1,male single,none,2,life insurance,34,none,own,1,high qualif/self emp/mgmt,2,yes,yes,0,pending,route_c,type_1,group_n,A12,0.9792250877328125,route_c,type_1,1.0,bad
no checking,24,existing paid,radio/tv,1413,<100,1<=X<4,4,male mar/wid,none,2,life insurance,28,none,own,1,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_c,type_1,0.862834228269496,good
no checking,39,existing paid,used car,8588,100<=X<500,>=7,4,male single,none,2,car,45,none,own,1,high qualif/self emp/mgmt,1,yes,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_4,0.8858815993492302,good
<0,12,existing paid,new car,759,<100,4<=X<7,4,male single,none,2,real estate,26,none,own,1,skilled,1,none,yes,0,pending,route_c,type_1,group_n,B07,0.0,route_f,type_1,0.9754878523608821,bad
no checking,36,existing paid,used car,4686,<100,1<=X<4,2,male single,none,2,no known property,32,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,1,closed,route_f,type_4,group_x,B07,0.0,route_c,type_4,0.29234910884690035,good
>=200,15,existing paid,business,2687,<100,4<=X<7,2,male single,none,4,life insurance,26,none,rent,1,skilled,1,yes,yes,1,closed,route_f,type_4,group_x,B07,0.8631302525949447,route_f,type_4,1.0,good
0<=X<200,12,delayed previously,radio/tv,585,<100,1<=X<4,4,male mar/wid,co applicant,4,real estate,20,none,rent,2,skilled,1,none,yes,1,closed,route_f,type_4,group_n,B07,0.8370323553057853,route_f,type_4,0.16074621919287596,good
no checking,24,existing paid,new car,2255,no known savings,<1,4,male single,none,1,life insurance,54,none,own,1,skilled,1,none,yes,1,closed,route_f,type_4,group_n,A12,0.08838635769455587,route_c,type_4,0.06703149427270896,good
<0,6,critical/other existing credit,new car,609,<100,4<=X<7,4,female div/dep/mar,none,3,life insurance,37,none,own,2,skilled,1,none,no,1,closed,route_f,type_4,group_x,B07,0.9739467409420046,route_c,type_4,1.0,good
<0,6,critical/other existing credit,new car,1361,<100,<1,2,male single,none,4,real estate,40,none,own,1,unskilled resident,2,none,no,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_1,0.9481919024272144,good
no checking,36,critical/other existing credit,furniture/equipment,7127,<100,<1,2,female div/dep/mar,none,4,life insurance,23,none,rent,2,skilled,1,yes,yes,0,pending,route_c,type_1,group_n,A12,0.0737016853839596,route_f,type_1,0.0,bad
<0,6,existing paid,new car,1203,100<=X<500,>=7,3,male single,none,2,life insurance,43,none,own,1,skilled,1,yes,yes,0,closed,route_f,type_4,group_x,A12,0.7538962445327738,route_c,type_1,0.9738730205757032,good
no checking,6,critical/other existing credit,radio/tv,700,no known savings,>=7,4,male single,none,4,no known property,36,none,for free,2,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_c,type_4,0.8018103401925355,good
no checking,24,critical/other existing credit,repairs,5507,<100,>=7,3,male single,none,4,no known property,44,none,for free,2,skilled,1,none,yes,1,closed,route_f,type_4,group_n,B07,0.9537450233574609,route_c,type_4,0.9645606037147484,good
<0,18,existing paid,radio/tv,3190,<100,1<=X<4,2,female div/dep/mar,none,2,real estate,24,none,own,1,skilled,1,none,yes,0,pending,route_c,type_1,group_n,A12,0.07054317307651611,route_f,type_1,0.7737248711337521,bad
<0,48,no credits/all paid,furniture/equipment,7119,<100,1<=X<4,3,male single,none,4,no known property,53,none,for free,2,skilled,2,none,yes,0,pending,route_c,type_4,group_n,A12,1.0,route_c,type_1,0.2075640833271646,bad
no checking,24,existing paid,used car,3488,100<=X<500,4<=X<7,3,female div/dep/mar,none,4,car,23,none,own,1,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_c,type_4,0.11009669668418612,good
0<=X<200,18,existing paid,radio/tv,1113,<100,1<=X<4,4,female div/dep/mar,guarantor,4,real estate,26,none,own,1,unskilled resident,2,none,yes,1,closed,route_f,type_4,group_x,B07,0.9861063961187481,route_f,type_1,1.0,good
0<=X<200,26,existing paid,used car,7966,<100,<1,2,male single,none,3,car,30,none,own,2,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,0.7186180366768117,route_f,type_4,0.6700702324098766,good
no checking,15,critical/other existing credit,education,1532,100<=X<500,1<=X<4,4,female div/dep/mar,none,3,car,31,none,own,1,skilled,1,none,yes,1,closed,route_f,type_1,group_x,B07,1.0,route_f,type_4,1.0,good
no checking,4,critical/other existing credit,radio/tv,1503,<100,4<=X<7,2,male single,none,1,real estate,42,none,own,2,unskilled resident,2,none,yes,1,closed,route_f,type_4,group_x,B07,0.026593658706412154,route_f,type_4,0.6815737287068284,good
<0,36,existing paid,radio/tv,2302,<100,1<=X<4,4,male div/sep,none,4,car,31,none,rent,1,skilled,1,none,yes,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_4,0.0,bad
<0,6,existing paid,new car,662,<100,<1,3,male single,none,4,real estate,41,none,own,1,unskilled resident,2,yes,yes,1,closed,route_f,type_4,group_x,B07,0.019542511712364374,route_f,type_4,0.8742836367602242,good
0<=X<200,36,existing paid,education,2273,<100,4<=X<7,3,male single,none,1,car,32,none,own,2,skilled,2,none,yes,1,closed,route_f,type_1,group_x,B07,0.9521650573987663,route_f,type_1,0.26481344012389757,good
0<=X<200,15,existing paid,new car,2631,100<=X<500,1<=X<4,2,female div/dep/mar,none,4,car,28,none,rent,2,skilled,1,yes,yes,0,pending,route_c,type_4,group_n,A12,0.0,route_c,type_1,0.04567863318878611,bad
no checking,12,delayed previously,used car,1503,<100,1<=X<4,4,male mar/wid,none,4,real estate,41,none,rent,1,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_1,0.0,good
no checking,24,existing paid,radio/tv,1311,100<=X<500,4<=X<7,4,male mar/wid,none,3,life insurance,26,none,own,1,skilled,1,yes,yes,1,closed,route_c,type_4,group_x,B07,0.0,route_f,type_1,0.8394929444843551,good
no checking,24,existing paid,radio/tv,3105,no known savings,<1,4,male single,none,2,car,25,none,own,2,skilled,1,none,yes,0,closed,route_f,type_4,group_x,B07,0.9461547540473383,route_c,type_1,0.7213731319912082,good
>=200,21,critical/other existing credit,education,2319,<100,<1,2,male div/sep,none,1,car,33,none,rent,1,skilled,1,none,yes,0,pending,route_c,type_1,group_x,A12,0.0,route_c,type_1,0.22935703304783459,bad
<0,6,existing paid,new car,1374,no known savings,unemployed,4,female div/dep/mar,none,3,life insurance,75,none,own,1,high qualif/self emp/mgmt,1,yes,yes,1,closed,route_f,type_4,group_x,B07,0.16370091416399946,route_f,type_4,0.16172445036234953,good
0<=X<200,18,critical/other existing credit,furniture/equipment,3612,<100,>=7,3,female div/dep/mar,none,4,life insurance,37,none,own,1,skilled,1,yes,yes,1,closed,route_f,type_4,group_x,B07,0.9945786085650256,route_c,type_4,1.0,good
<0,48,existing paid,new car,7763,<100,>=7,4,male single,none,4,no known property,42,bank,for free,1,high qualif/self emp/mgmt,1,none,yes,0,pending,route_f,type_1,group_x,A12,0.01048072622232135,route_c,type_1,0.08035567071367765,bad
>=200,18,existing paid,furniture/equipment,3049,<100,<1,1,female div/dep/mar,none,1,life insurance,45,stores,own,1,unskilled resident,1,none,yes,1,closed,route_f,type_4,group_x,A12,0.9416157095438024,route_c,type_4,0.0,good
0<=X<200,12,existing paid,radio/tv,1534,<100,<1,1,male mar/wid,none,1,real estate,23,none,rent,1,skilled,1,none,yes,0,pending,route_c,type_1,group_x,A12,0.06132985394877495,route_f,type_4,0.0,bad
no checking,24,delayed previously,new car,2032,<100,>=7,4,male single,none,4,no known property,60,none,for free,2,skilled,1,yes,yes,1,closed,route_f,type_4,group_n,B07,1.0,route_f,type_1,1.0,good
<0,30,existing paid,furniture/equipment,6350,no known savings,>=7,4,male single,none,4,life insurance,31,none,own,1,skilled,1,none,yes,0,pending,route_c,type_1,group_n,A12,0.0858415583169621,route_f,type_1,0.9251323023897059,bad
>=200,18,existing paid,furniture/equipment,2864,<100,1<=X<4,2,male single,none,1,real estate,34,none,own,1,unskilled resident,2,none,yes,0,pending,route_c,type_1,group_n,A12,0.09100987237686844,route_c,type_1,0.0,bad
no checking,12,critical/other existing credit,new car,1255,<100,>=7,4,male single,none,4,real estate,61,none,own,2,unskilled resident,1,none,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_4,0.7765965801098704,good
<0,24,delayed previously,new car,1333,<100,unemployed,4,male single,none,2,real estate,43,none,for free,2,skilled,2,none,yes,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_4,1.0,bad
no checking,24,critical/other existing credit,new car,2022,<100,1<=X<4,4,female div/dep/mar,none,4,car,37,none,own,1,skilled,1,yes,yes,1,closed,route_f,type_4,group_x,B07,0.0,route_f,type_4,1.0,good
no checking,24,existing paid,radio/tv,1552,<100,4<=X<7,3,male single,none,1,car,32,bank,own,1,skilled,2,none,yes,1,closed,route_f,type_4,group_x,B07,0.9728391703481157,route_f,type_1,0.10149122263889482,good
<0,12,all paid,radio/tv,626,<100,1<=X<4,4,female div/dep/mar,none,4,real estate,24,bank,own,1,unskilled resident,1,none,yes,0,pending,route_c,type_4,group_n,A12,0.0,route_c,type_1,0.0,bad
no checking,48,critical/other existing credit,used car,8858,no known savings,4<=X<7,2,male single,none,1,no known property,35,none,for free,2,skilled,1,yes,yes,1,closed,route_f,type_4,group_x,B07,0.8589488442198303,route_f,type_1,1.0,good
no checking,12,critical/other existing credit,repairs,996,no known savings,4<=X<7,4,female div/dep/mar,none,4,real estate,23,none,own,2,skilled,1,none,yes,1,closed,route_f,type_4,group_n,B07,0.7519367143346489,route_f,type_4,0.7291026024452126,good
no checking,6,all paid,radio/tv,1750,500<=X<1000,>=7,2,male single,none,4,life insurance,45,bank,own,1,unskilled resident,2,none,yes,1,closed,route_f,type_4,group_x,A12,0.8215848792597262,route_f,type_4,0.9737098338786458,good
<0,48,existing paid,radio/tv,6999,<100,4<=X<7,1,male mar/wid,guarantor,1,real estate,34,none,own,2,skilled,1,yes,yes,0,pending,route_c,type_1,group_x,A12,0.0,route_c,type_1,0.0,bad
0<=X<200,12,critical/other existing credit,new car,1995,100<=X<500,<1,4,male single,none,1,car,27,none,own,1,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,0.0,route_f,type_1,0.6824564818252526,good
0<=X<200,9,existing paid,education,1199,<100,4<=X<7,4,female div/dep/mar,none,4,life insurance,67,none,own,2,high qualif/self emp/mgmt,1,yes,yes,1,closed,route_f,type_4,group_x,B07,0.8949203746626988,route_f,type_4,0.9347318515389678,good
0<=X<200,12,existing paid,radio/tv,1331,<100,<1,2,male single,none,1,car,22,stores,own,1,skilled,1,none,yes,0,pending,route_c,type_1,group_n,A12,0.010457590680527443,route_f,type_4,0.48096142462067365,bad
0<=X<200,18,no credits/all paid,new car,2278,100<=X<500,<1,3,female div/dep/mar,none,3,car,28,none,own,2,skilled,1,none,yes,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_1,0.0,bad
no checking,21,no credits/all paid,new car,5003,no known savings,1<=X<4,1,female div/dep/mar,none,4,life insurance,29,bank,own,2,skilled,1,yes,yes,0,pending,route_c,type_1,group_n,A12,1.0,route_c,type_4,0.7481749300106778,bad
<0,24,all paid,furniture/equipment,3552,<100,4<=X<7,3,male single,none,4,car,27,bank,own,1,skilled,1,none,yes,0,pending,route_c,type_1,group_x,A12,0.0,route_f,type_4,1.0,bad
0<=X<200,18,critical/other existing credit,furniture/equipment,1928,<100,<1,2,male single,none,2,real estate,31,none,own,2,unskilled resident,1,none,yes,0,pending,route_c,type_1,group_n,B07,0.09226384178572727,route_c,type_1,0.35830813846795706,bad
<0,24,existing paid,used car,2964,no known savings,>=7,4,male single,none,4,no known property,49,bank,for free,1,skilled,2,yes,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_1,1.0,good
<0,24,all paid,radio/tv,1546,<100,4<=X<7,4,male single,guarantor,4,car,24,bank,rent,1,unskilled resident,1,none,yes,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_4,0.14218372509159166,bad
>=200,6,delayed previously,radio/tv,683,<100,<1,2,female div/dep/mar,none,1,life insurance,29,bank,own,1,skilled,1,none,yes,1,closed,route_f,type_4,group_x,A12,0.0,route_c,type_4,0.9316352404880134,good
0<=X<200,36,existing paid,new car,12389,no known savings,1<=X<4,1,male single,none,4,no known property,37,none,for free,1,skilled,1,yes,yes,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.0,bad
0<=X<200,24,delayed previously,business,4712,no known savings,1<=X<4,4,male single,none,2,life insurance,37,bank,own,2,high qualif/self emp/mgmt,1,yes,yes,1,closed,route_f,type_4,group_x,B07,0.9856739889362579,route_f,type_4,1.0,good
0<=X<200,24,delayed previously,radio/tv,1553,100<=X<500,4<=X<7,3,female div/dep/mar,none,2,life insurance,23,none,rent,2,skilled,1,yes,yes,1,closed,route_f,type_4,group_x,B07,0.9012701667169337,route_c,type_1,0.8666963983982139,good
<0,12,existing paid,new car,1372,<100,4<=X<7,2,male div/sep,none,3,car,36,none,own,1,skilled,1,none,yes,0,pending,route_c,type_1,group_n,A12,0.0506101019367371,route_c,type_1,0.14666454109034338,bad
no checking,24,critical/other existing credit,radio/tv,2578,>=1000,>=7,2,male single,none,2,car,34,none,own,1,skilled,1,none,yes,1,pending,route_f,type_4,group_n,B07,0.8221380502857283,route_f,type_4,0.0,good
0<=X<200,48,existing paid,radio/tv,3979,no known savings,4<=X<7,4,male single,none,1,car,41,none,own,2,skilled,2,yes,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_1,1.0,good
<0,48,existing paid,radio/tv,6758,<100,1<=X<4,3,female div/dep/mar,none,2,car,31,none,own,1,skilled,1,yes,yes,0,pending,route_c,type_1,group_n,A12,0.0758450646896232,route_c,type_1,1.0,bad
<0,24,existing paid,furniture/equipment,3234,<100,<1,4,female div/dep/mar,none,4,real estate,23,none,rent,1,unskilled resident,1,yes,yes,0,pending,route_f,type_1,group_n,B07,0.12025641293344189,route_f,type_4,0.0,bad
no checking,30,critical/other existing credit,radio/tv,5954,<100,4<=X<7,3,male single,co applicant,2,car,38,none,own,1,skilled,1,none,yes,1,closed,route_f,type_1,group_x,A12,0.8987477720803405,route_f,type_4,0.6672956265622496,good
no checking,24,existing paid,used car,5433,no known savings,unemployed,2,female div/dep/mar,none,4,life insurance,26,none,rent,1,high qualif/self emp/mgmt,1,yes,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_4,0.8015927939204314,good
<0,15,existing paid,business,806,<100,1<=X<4,4,female div/dep/mar,none,4,life insurance,22,none,own,1,unskilled resident,1,none,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_c,type_4,1.0,good
0<=X<200,9,existing paid,radio/tv,1082,<100,>=7,4,male single,none,4,car,27,none,own,2,unskilled resident,1,none,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_4,0.9577587028982435,good
no checking,15,critical/other existing credit,furniture/equipment,2788,<100,4<=X<7,2,female div/dep/mar,co applicant,3,car,24,bank,own,2,skilled,1,none,yes,1,closed,route_f,type_4,group_x,A12,0.8037237669506069,route_f,type_1,0.05637568933924628,good
0<=X<200,12,existing paid,radio/tv,2930,<100,4<=X<7,2,female div/dep/mar,none,1,real estate,27,none,own,1,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,0.879278912778086,route_f,type_1,0.8218947673036423,good
no checking,24,critical/other existing credit,education,1927,no known savings,1<=X<4,3,female div/dep/mar,none,2,car,33,none,own,2,skilled,1,yes,yes,1,closed,route_f,type_4,group_n,B07,1.0,route_f,type_4,0.0,good
0<=X<200,36,critical/other existing credit,new car,2820,<100,<1,4,male div/sep,none,4,car,27,none,own,2,skilled,1,none,yes,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.0,bad
no checking,24,existing paid,retraining,937,<100,<1,4,male mar/wid,none,3,car,27,none,own,2,unskilled resident,1,none,yes,1,closed,route_f,type_1,group_n,B07,0.7494433201878161,route_f,type_4,1.0,good
0<=X<200,18,critical/other existing credit,new car,1056,<100,>=7,3,male single,guarantor,3,real estate,30,bank,own,2,skilled,1,none,yes,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_4,0.07505478169721647,bad
0<=X<200,12,critical/other existing credit,new car,3124,<100,<1,1,male single,none,3,real estate,49,bank,own,2,unskilled resident,2,none,yes,1,closed,route_f,type_4,group_x,B07,0.6331242981559719,route_c,type_4,1.0,good
no checking,9,existing paid,furniture/equipment,1388,<100,1<=X<4,4,female div/dep/mar,none,2,real estate,26,none,rent,1,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_4,0.8170240718257422,good
0<=X<200,36,existing paid,repairs,2384,<100,<1,4,male single,none,1,no known property,33,none,rent,1,unskilled resident,1,none,yes,0,pending,route_c,type_1,group_n,A12,0.10729648073686397,route_c,type_4,0.0,bad
no checking,12,existing paid,new car,2133,no known savings,>=7,4,female div/dep/mar,none,4,no known property,52,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,1,closed,route_c,type_4,group_x,B07,0.8792047351576402,route_f,type_4,0.10878181456128035,good
<0,18,existing paid,furniture/equipment,2039,<100,1<=X<4,1,female div/dep/mar,none,4,real estate,20,bank,rent,1,skilled,1,none,yes,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_1,0.0,bad
<0,9,critical/other existing credit,new car,2799,<100,1<=X<4,2,male single,none,2,real estate,36,none,rent,2,skilled,2,none,yes,1,closed,route_f,type_4,group_x,B07,0.12238417558638091,route_f,type_4,0.9418206600761277,good
<0,12,existing paid,furniture/equipment,1289,<100,1<=X<4,4,male single,guarantor,1,life insurance,21,none,own,1,unskilled resident,1,none,yes,1,closed,route_f,type_4,group_x,B07,0.7680964509078957,route_c,type_4,1.0,good
<0,18,existing paid,domestic appliance,1217,<100,1<=X<4,4,male mar/wid,none,3,real estate,47,none,own,1,unskilled resident,1,yes,yes,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_1,0.0,bad
<0,12,critical/other existing credit,furniture/equipment,2246,<100,>=7,3,male single,none,3,life insurance,60,none,own,2,skilled,1,none,yes,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_1,1.0,bad
<0,12,critical/other existing credit,radio/tv,385,<100,4<=X<7,4,female div/dep/mar,none,3,real estate,58,none,own,4,unskilled resident,1,yes,yes,1,closed,route_f,type_4,group_x,B07,0.9003156340356465,route_f,type_4,0.0,good
0<=X<200,24,delayed previously,new car,1965,no known savings,1<=X<4,4,female div/dep/mar,none,4,car,42,none,rent,2,skilled,1,yes,yes,1,closed,route_f,type_4,group_x,B07,0.9610626360847496,route_f,type_4,1.0,good
no checking,21,existing paid,business,1572,>=1000,>=7,4,female div/dep/mar,none,4,real estate,36,bank,own,1,unskilled resident,1,none,yes,1,closed,route_f,type_4,group_x,B07,0.8325530826786358,route_c,type_1,0.1434008930201046,good
0<=X<200,24,existing paid,new car,2718,<100,1<=X<4,3,female div/dep/mar,none,4,life insurance,20,none,rent,1,unskilled resident,1,yes,yes,0,pending,route_c,type_4,group_n,B07,0.028396536884599772,route_f,type_4,0.0,bad
<0,24,all paid,other,1358,no known savings,>=7,4,male single,none,3,car,40,stores,own,1,high qualif/self emp/mgmt,1,yes,yes,1,pending,route_c,type_4,group_n,A12,0.0,route_c,type_1,0.0,bad
0<=X<200,6,all paid,new car,931,100<=X<500,<1,1,female div/dep/mar,none,1,life insurance,32,stores,own,1,unskilled resident,1,none,yes,0,pending,route_c,type_1,group_n,A12,0.07276774048587685,route_c,type_4,0.600987276229808,bad
<0,24,existing paid,new car,1442,<100,4<=X<7,4,female div/dep/mar,none,4,car,23,none,rent,2,skilled,1,none,yes,0,pending,route_c,type_1,group_n,A12,0.02655293381363875,route_c,type_4,0.0,bad
0<=X<200,24,no credits/all paid,business,4241,<100,1<=X<4,1,male single,none,4,real estate,36,none,own,3,unskilled resident,1,yes,yes,0,pending,route_c,type_1,group_n,A12,0.027386434605723115,route_f,type_1,0.10655927621034555,bad
no checking,18,critical/other existing credit,new car,2775,<100,4<=X<7,2,male single,none,2,life insurance,31,bank,own,2,skilled,1,none,yes,0,pending,route_c,type_1,group_n,A12,0.80836427552476,route_c,type_1,0.0,bad
no checking,24,delayed previously,business,3863,<100,1<=X<4,1,male single,none,2,no known property,32,none,for free,1,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_1,1.0,good
0<=X<200,7,existing paid,radio/tv,2329,<100,<1,1,female div/dep/mar,guarantor,1,real estate,45,none,own,1,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,0.0,route_f,type_4,0.7010229659230538,good
0<=X<200,9,existing paid,furniture/equipment,918,<100,1<=X<4,4,female div/dep/mar,none,1,life insurance,30,none,own,1,skilled,1,none,yes,0,pending,route_c,type_4,group_n,B07,0.9779257242364257,route_f,type_1,0.0,bad
0<=X<200,24,all paid,education,1837,<100,4<=X<7,4,female div/dep/mar,none,4,no known property,34,bank,for free,1,unskilled resident,1,none,yes,0,pending,route_c,type_1,group_n,A12,0.1388950298717823,route_c,type_1,0.0,bad
no checking,36,existing paid,furniture/equipment,3349,<100,1<=X<4,4,female div/dep/mar,none,2,car,28,none,own,1,high qualif/self emp/mgmt,1,yes,yes,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_1,0.0,bad
>=200,10,existing paid,furniture/equipment,1275,<100,<1,4,female div/dep/mar,none,2,life insurance,23,none,own,1,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_c,type_4,0.8985314074044748,good
<0,24,all paid,furniture/equipment,2828,500<=X<1000,1<=X<4,4,male single,none,4,real estate,22,stores,own,1,skilled,1,yes,yes,1,closed,route_f,type_1,group_x,B07,0.19139297716693485,route_c,type_1,0.0,good
